Time(minutes),Speed(MPH)
39.189,52.81655
39.194,53.43792
39.199,52.81655
39.204,52.81655
39.21,53.43792
39.215,54.05929
39.22,54.05929
39.226,52.81655
39.231,53.43792
39.236,53.43792
39.241,54.05929
39.247,52.81655
39.253,53.43792
39.258,53.43792
39.263,54.05929
39.268,54.05929
39.273,52.81655
39.278,53.43792
39.283,54.05929
39.288,54.05929
39.294,52.81655
39.299,53.43792
39.304,53.43792
39.309,54.05929
39.315,54.05929
39.32,52.81655
39.325,53.43792
39.331,54.05929
39.336,54.05929
39.341,52.81655
39.346,52.81655
39.352,53.43792
39.357,54.05929
39.362,52.81655
39.368,52.81655
39.373,53.43792
39.378,54.05929
39.383,54.05929
39.389,52.81655
39.394,53.43792
39.399,53.43792
39.405,54.05929
39.41,52.81655
39.415,52.81655
39.421,53.43792
39.426,54.05929
39.431,54.05929
39.436,52.81655
39.442,53.43792
39.447,53.43792
39.452,52.81655
39.459,53.43792
39.464,53.43792
39.469,52.81655
39.474,53.43792
39.48,52.81655
39.485,52.81655
39.49,53.43792
39.495,53.43792
39.501,54.05929
39.506,54.05929
39.511,52.81655
39.517,52.81655
39.522,53.43792
39.527,53.43792
39.533,54.05929
39.538,52.81655
39.543,53.43792
39.549,53.43792
39.554,54.05929
39.559,52.81655
39.565,52.81655
39.57,53.43792
39.575,54.05929
39.581,54.05929
39.586,52.81655
39.591,53.43792
39.597,53.43792
39.602,54.05929
39.607,52.81655
39.613,52.81655
39.618,53.43792
39.623,54.05929
39.628,54.05929
39.634,52.81655
39.639,53.43792
39.644,53.43792
39.649,52.81655
39.654,53.43792
39.66,53.43792
39.665,54.05929
39.671,52.81655
39.677,52.81655
39.682,53.43792
39.687,54.05929
39.693,52.81655
39.698,52.81655
39.703,53.43792
39.709,54.05929
39.714,54.05929
39.719,52.81655
39.725,53.43792
39.73,53.43792
39.735,54.05929
39.741,52.81655
39.746,52.81655
39.751,53.43792
39.757,54.05929
39.762,54.05929
39.767,54.05929
39.773,52.81655
39.779,53.43792
39.784,53.43792
39.789,54.05929
39.794,52.81655
39.799,52.81655
39.805,53.43792
39.81,53.43792
39.816,54.05929
39.821,52.81655
39.826,53.43792
39.831,53.43792
39.836,54.05929
39.841,52.81655
39.847,52.81655
39.852,52.19518
39.857,52.19518
39.862,53.43792
39.867,52.81655
39.873,52.19518
39.878,52.19518
39.884,53.43792
39.889,52.81655
39.895,52.81655
39.9,53.43792
39.905,52.81655
39.911,52.81655
39.916,53.43792
39.921,54.05929
39.926,54.05929
39.931,52.81655
39.937,53.43792
39.942,53.43792
39.947,54.05929
39.953,52.81655
39.958,52.81655
39.963,53.43792
39.969,54.05929
39.974,54.05929
39.979,52.81655
39.984,53.43792
39.99,53.43792
39.995,54.05929
40.001,54.05929
40.006,54.05929
40.011,52.81655
40.016,53.43792
40.022,54.05929
40.027,54.05929
40.032,52.81655
40.038,52.81655
40.043,53.43792
40.048,54.05929
40.054,52.81655
40.059,52.81655
40.064,53.43792
40.07,54.05929
40.075,54.05929
40.08,52.81655
40.085,53.43792
40.09,53.43792
40.097,54.05929
40.102,52.81655
40.107,52.81655
40.112,53.43792
40.117,52.81655
40.122,52.81655
40.127,53.43792
40.133,52.81655
40.138,52.81655
40.143,53.43792
40.149,52.81655
40.154,52.81655
40.159,52.19518
40.165,53.43792
40.17,53.43792
40.175,54.05929
40.18,52.81655
40.186,52.81655
40.191,53.43792
40.196,54.05929
40.202,52.81655
40.208,52.81655
40.213,53.43792
40.218,53.43792
40.224,54.05929
40.229,52.81655
40.234,53.43792
40.24,53.43792
40.245,54.05929
40.25,52.81655
40.256,52.81655
40.261,53.43792
40.266,52.81655
40.271,52.81655
40.277,52.19518
40.282,53.43792
40.287,53.43792
40.292,52.81655
40.298,52.19518
40.303,52.19518
40.309,53.43792
40.314,52.81655
40.319,52.81655
40.325,52.19518
40.33,53.43792
40.336,54.05929
40.341,54.05929
40.346,52.81655
40.352,53.43792
40.357,53.43792
40.363,54.05929
40.368,52.81655
40.373,52.81655
40.379,53.43792
40.384,54.05929
40.389,54.05929
40.395,52.81655
40.4,53.43792
40.405,53.43792
40.411,54.05929
40.417,52.81655
40.422,52.81655
40.427,53.43792
40.432,54.05929
40.438,52.81655
40.443,52.81655
40.448,53.43792
40.454,53.43792
40.459,54.05929
40.464,54.05929
40.47,54.05929
40.475,54.05929
40.48,52.81655
40.486,53.43792
40.491,53.43792
40.496,54.05929
40.501,54.05929
40.506,54.05929
40.511,52.81655
40.516,53.43792
40.523,53.43792
40.528,54.05929
40.533,52.81655
40.538,52.81655
40.543,53.43792
40.549,54.05929
40.554,54.05929
40.559,52.81655
40.564,52.19518
40.57,52.19518
40.575,53.43792
40.58,52.81655
40.586,52.81655
40.591,52.19518
40.596,53.43792
40.601,53.43792
40.606,52.81655
40.612,52.19518
40.617,52.19518
40.622,53.43792
40.628,52.81655
40.634,53.43792
40.639,53.43792
40.644,52.81655
40.655,52.81655
40.661,53.43792
40.667,54.05929
40.672,54.05929
40.677,52.81655
40.682,53.43792
40.687,53.43792
40.692,52.81655
40.698,53.43792
40.703,53.43792
40.708,52.81655
40.714,53.43792
40.719,53.43792
40.724,54.05929
40.73,52.81655
40.735,52.81655
40.741,53.43792
40.746,54.05929
40.752,54.05929
40.757,52.81655
40.762,53.43792
40.768,52.81655
40.773,52.81655
40.778,53.43792
40.784,53.43792
40.789,52.81655
40.794,53.43792
40.8,54.05929
40.805,54.05929
40.81,52.81655
40.816,53.43792
40.821,53.43792
40.826,54.05929
40.831,52.81655
40.836,52.81655
40.842,53.43792
40.848,51.57381
40.853,51.57381
40.858,50.33107
40.863,49.08833
40.868,49.08833
40.873,48.46695
40.879,48.46695
40.884,48.46695
40.889,45.98147
40.894,45.98147
40.9,45.98147
40.905,45.3601
40.911,43.49598
40.916,43.49598
40.921,44.11736
40.926,42.25324
40.931,42.25324
40.936,41.0105
40.942,39.76776
40.947,39.76776
40.952,36.6609
40.957,35.41816
40.963,35.41816
40.968,32.93267
40.973,29.20445
40.978,29.20445
40.983,27.9617
40.988,25.47622
40.994,25.47622
40.999,21.74799
41.004,19.26251
41.009,19.26251
41.015,18.64114
41.02,16.15565
41.025,16.15565
41.031,14.91291
41.036,14.91291
41.041,14.91291
41.046,14.91291
41.051,14.91291
41.057,14.91291
41.063,14.91291
41.068,14.91291
41.073,14.91291
41.078,14.91291
41.083,16.15565
41.088,16.15565
41.093,16.77702
41.098,16.77702
41.104,16.77702
41.109,16.77702
41.114,18.01976
41.12,18.01976
41.125,18.64114
41.13,18.64114
41.135,18.64114
41.14,19.88388
41.146,20.50525
41.151,20.50525
41.156,20.50525
41.162,20.50525
41.167,20.50525
41.172,20.50525
41.178,20.50525
41.183,20.50525
41.188,21.74799
41.193,22.36936
41.199,21.12662
41.204,21.12662
41.21,21.74799
41.215,21.74799
41.22,22.36936
41.225,22.36936
41.23,22.36936
41.235,22.36936
41.241,21.12662
41.246,21.12662
41.251,20.50525
41.256,19.26251
41.261,19.26251
41.267,18.64114
41.273,17.39839
41.278,15.53428
41.284,15.53428
41.289,13.67017
41.294,11.80605
41.3,11.80605
41.305,8.699197
41.31,7.456454
41.315,7.456454
41.32,4.97097
41.325,4.97097
41.33,4.97097
41.335,4.97097
41.34,4.97097
41.346,4.97097
41.351,4.97097
41.356,4.97097
41.361,4.97097
41.367,6.835083
41.373,8.699197
41.378,8.699197
41.383,11.80605
41.389,14.29154
41.394,14.29154
41.399,16.15565
41.405,19.26251
41.41,19.26251
41.415,22.99073
41.42,24.23348
41.426,24.23348
41.431,26.71896
41.436,29.20445
41.442,29.20445
41.447,29.82582
41.452,31.06856
41.457,31.06856
41.463,31.68993
41.468,32.93267
41.473,32.93267
41.479,32.3113
41.484,32.93267
41.49,32.3113
41.495,32.3113
41.5,32.93267
41.506,33.55404
41.511,33.55404
41.516,33.55404
41.522,34.79679
41.527,34.79679
41.532,35.41816
41.537,35.41816
41.542,35.41816
41.547,35.41816
41.552,35.41816
41.557,36.6609
41.562,36.03953
41.568,36.03953
41.573,36.6609
41.578,37.28227
41.584,38.52501
41.589,38.52501
41.595,37.90364
41.6,39.76776
41.605,39.76776
41.611,39.76776
41.616,40.38913
41.622,40.38913
41.627,41.0105
41.632,41.0105
41.637,41.0105
41.643,42.25324
41.648,41.63187
41.653,41.63187
41.659,41.0105
41.664,42.25324
41.669,42.25324
41.674,41.63187
41.679,41.0105
41.684,41.0105
41.691,42.25324
41.696,41.63187
41.701,41.63187
41.707,42.25324
41.712,41.63187
41.717,41.63187
41.723,41.0105
41.728,42.25324
41.733,42.25324
41.739,41.63187
41.744,41.0105
41.749,41.0105
41.755,41.0105
41.76,39.76776
41.765,40.38913
41.771,40.38913
41.776,41.0105
41.781,39.76776
41.786,39.76776
41.791,40.38913
41.798,41.0105
41.803,41.0105
41.808,41.0105
41.814,39.76776
41.819,39.76776
41.824,40.38913
41.83,41.0105
41.835,41.0105
41.84,39.76776
41.845,39.14639
41.85,39.14639
41.855,40.38913
41.861,38.52501
41.866,38.52501
41.871,38.52501
41.876,39.14639
41.882,39.14639
41.887,37.90364
41.892,37.28227
41.898,37.28227
41.904,38.52501
41.909,37.90364
41.915,38.52501
41.92,38.52501
41.925,39.14639
41.931,37.90364
41.936,37.90364
41.941,38.52501
41.946,39.14639
41.951,39.14639
41.956,40.38913
41.962,39.76776
41.967,39.76776
41.972,40.38913
41.978,41.0105
41.983,41.0105
41.988,39.76776
41.993,39.76776
41.998,40.38913
42.003,41.0105
42.009,41.0105
42.014,41.0105
42.019,39.76776
42.024,39.14639
42.03,39.14639
42.035,40.38913
42.04,40.38913
42.045,39.76776
42.051,39.14639
42.056,39.14639
42.061,39.14639
42.066,39.14639
42.071,37.90364
42.076,37.90364
42.082,38.52501
42.087,37.90364
42.092,37.90364
42.098,37.28227
42.103,38.52501
42.108,38.52501
42.114,37.90364
42.119,37.28227
42.125,37.28227
42.13,37.28227
42.135,37.28227
42.14,37.28227
42.145,37.28227
42.151,36.03953
42.156,36.03953
42.161,36.6609
42.167,37.28227
42.172,37.28227
42.177,36.03953
42.182,36.6609
42.188,36.6609
42.193,37.28227
42.198,36.03953
42.203,36.03953
42.208,36.6609
42.214,37.28227
42.22,37.28227
42.225,36.03953
42.23,36.6609
42.236,37.28227
42.241,37.28227
42.246,36.03953
42.252,36.6609
42.257,36.6609
42.262,37.28227
42.268,37.28227
42.273,37.28227
42.278,37.28227
42.284,37.28227
42.289,37.28227
42.295,38.52501
42.3,37.90364
42.305,37.90364
42.31,38.52501
42.315,37.90364
42.321,37.90364
42.327,37.28227
42.332,37.28227
42.337,37.28227
42.343,38.52501
42.348,37.90364
42.353,36.03953
42.358,36.03953
42.363,36.6609
42.368,36.6609
42.373,37.28227
42.378,37.28227
42.383,37.28227
42.388,36.03953
42.393,36.6609
42.399,36.6609
42.404,37.28227
42.41,36.03953
42.415,36.03953
42.42,35.41816
42.426,35.41816
42.432,35.41816
42.437,35.41816
42.442,35.41816
42.448,34.17542
42.453,34.17542
42.459,34.79679
42.464,34.17542
42.469,34.17542
42.474,33.55404
42.479,33.55404
42.485,34.79679
42.49,34.17542
42.495,33.55404
42.501,33.55404
42.506,34.79679
42.512,35.41816
42.517,35.41816
42.522,35.41816
42.527,35.41816
42.532,35.41816
42.539,35.41816
42.544,35.41816
42.549,35.41816
42.555,36.6609
42.56,37.28227
42.565,37.28227
42.57,37.28227
42.576,37.28227
42.581,37.28227
42.586,38.52501
42.592,37.90364
42.597,38.52501
42.602,38.52501
42.607,40.38913
42.612,39.76776
42.617,39.76776
42.622,40.38913
42.628,40.38913
42.633,41.0105
42.638,41.0105
42.644,41.0105
42.649,41.0105
42.654,41.0105
42.66,41.0105
42.665,41.0105
42.67,41.0105
42.675,39.76776
42.681,39.76776
42.686,39.14639
42.691,39.14639
42.696,39.14639
42.702,39.14639
42.707,39.14639
42.712,40.38913
42.718,39.76776
42.724,40.38913
42.729,40.38913
42.734,41.0105
42.739,41.0105
42.744,41.0105
42.75,41.0105
42.756,39.76776
42.761,39.76776
42.766,40.38913
42.771,41.0105
42.777,41.0105
42.782,41.0105
42.787,41.0105
42.793,41.0105
42.798,41.0105
42.803,42.25324
42.808,42.25324
42.813,42.87461
42.819,42.87461
42.824,42.87461
42.829,42.87461
42.835,42.87461
42.84,42.87461
42.846,42.87461
42.851,42.87461
42.857,42.87461
42.863,42.87461
42.868,42.87461
42.873,42.87461
42.879,42.87461
42.884,42.87461
42.889,42.87461
42.894,42.87461
42.9,41.63187
42.905,41.0105
42.91,41.0105
42.916,41.0105
42.921,41.0105
42.926,41.0105
42.931,39.76776
42.936,39.14639
42.941,39.14639
42.946,40.38913
42.951,39.76776
42.957,39.76776
42.963,39.14639
42.968,40.38913
42.973,39.76776
42.978,39.76776
42.984,40.38913
42.989,40.38913
42.995,39.76776
43,40.38913
43.005,41.0105
43.011,41.0105
43.016,39.76776
43.022,40.38913
43.027,40.38913
43.032,39.76776
43.038,40.38913
43.043,40.38913
43.048,41.0105
43.054,39.76776
43.059,39.76776
43.064,39.14639
43.07,39.14639
43.076,39.14639
43.081,39.14639
43.086,39.14639
43.091,39.14639
43.097,39.14639
43.102,39.14639
43.107,39.14639
43.113,39.14639
43.118,39.14639
43.123,39.14639
43.129,39.14639
43.134,39.14639
43.139,40.38913
43.145,40.38913
43.15,39.76776
43.156,39.14639
43.161,39.14639
43.166,39.14639
43.171,39.14639
43.177,39.14639
43.183,39.14639
43.188,39.14639
43.194,39.14639
43.199,39.14639
43.204,37.90364
43.209,38.52501
43.215,38.52501
43.22,37.90364
43.225,37.28227
43.23,37.28227
43.236,38.52501
43.241,37.90364
43.246,37.90364
43.252,37.28227
43.257,38.52501
43.262,38.52501
43.267,37.90364
43.273,38.52501
43.278,38.52501
43.284,37.90364
43.289,38.52501
43.294,38.52501
43.299,39.14639
43.304,39.14639
43.31,39.14639
43.315,39.14639
43.32,37.90364
43.325,37.90364
43.33,38.52501
43.335,39.14639
43.34,39.14639
43.345,37.90364
43.351,37.90364
43.356,38.52501
43.361,37.90364
43.366,37.28227
43.372,37.28227
43.377,37.28227
43.382,37.28227
43.388,37.28227
43.394,37.28227
43.399,36.03953
43.405,36.03953
43.41,36.6609
43.416,37.28227
43.421,37.28227
43.426,37.28227
43.431,37.28227
43.437,37.28227
43.442,37.28227
43.447,38.52501
43.453,38.52501
43.458,39.14639
43.463,39.14639
43.469,40.38913
43.474,40.38913
43.479,39.76776
43.484,39.14639
43.489,39.14639
43.495,39.14639
43.5,40.38913
43.505,40.38913
43.51,38.52501
43.516,38.52501
43.521,38.52501
43.527,39.14639
43.532,39.14639
43.537,39.14639
43.543,37.90364
43.548,38.52501
43.553,38.52501
43.559,39.14639
43.564,37.90364
43.569,37.90364
43.575,38.52501
43.58,39.14639
43.585,39.14639
43.591,39.14639
43.596,39.14639
43.602,39.14639
43.607,39.14639
43.612,39.14639
43.618,39.14639
43.623,39.14639
43.628,39.14639
43.633,37.90364
43.639,37.90364
43.644,38.52501
43.649,39.14639
43.654,39.14639
43.66,37.90364
43.665,37.28227
43.67,37.28227
43.676,38.52501
43.681,37.90364
43.686,37.90364
43.691,37.28227
43.697,37.28227
43.702,37.28227
43.708,37.28227
43.713,37.28227
43.718,37.28227
43.724,37.28227
43.729,37.28227
43.734,37.28227
43.74,38.52501
43.745,37.90364
43.75,37.90364
43.756,38.52501
43.761,39.14639
43.766,39.14639
43.772,39.14639
43.777,39.14639
43.782,39.14639
43.787,39.14639
43.792,39.14639
43.798,39.14639
43.803,39.14639
43.808,40.38913
43.814,39.76776
43.82,39.76776
43.825,40.38913
43.831,41.0105
43.836,41.0105
43.841,39.76776
43.846,40.38913
43.852,40.38913
43.857,41.0105
43.862,39.76776
43.867,39.76776
43.873,40.38913
43.878,41.0105
43.883,41.0105
43.888,41.0105
43.893,41.0105
43.898,41.0105
43.903,41.0105
43.909,42.25324
43.914,42.25324
43.92,41.63187
43.925,42.25324
43.93,42.25324
43.935,42.87461
43.94,44.11736
43.945,44.11736
43.95,44.73873
43.956,44.73873
43.961,44.73873
43.966,45.98147
43.971,46.60284
43.976,46.60284
43.981,47.84558
43.986,47.84558
43.992,48.46695
43.997,48.46695
44.002,49.70969
44.008,49.70969
44.013,50.33107
44.018,50.33107
44.024,50.33107
44.03,51.57381
44.035,52.19518
44.04,52.19518
44.046,50.95244
44.051,51.57381
44.056,51.57381
44.061,53.43792
44.066,52.81655
44.071,52.81655
44.077,52.19518
44.082,53.43792
44.087,53.43792
44.093,52.81655
44.098,52.19518
44.103,52.19518
44.108,53.43792
44.114,52.81655
44.119,52.81655
44.125,52.19518
44.131,53.43792
44.136,52.81655
44.142,52.81655
44.147,52.19518
44.152,53.43792
44.157,53.43792
44.163,52.81655
44.168,52.19518
44.173,52.19518
44.178,53.43792
44.183,52.81655
44.189,52.81655
44.194,53.43792
44.2,52.81655
44.205,52.81655
44.21,53.43792
44.216,52.81655
44.221,52.81655
44.226,53.43792
44.231,54.05929
44.237,54.05929
44.243,54.05929
44.248,52.81655
44.253,53.43792
44.259,53.43792
44.264,54.05929
44.269,54.05929
44.274,54.05929
44.279,54.05929
44.285,54.05929
44.29,54.05929
44.296,54.05929
44.301,54.05929
44.307,54.05929
44.312,54.05929
44.317,54.05929
44.323,54.05929
44.328,54.05929
44.333,54.05929
44.339,54.05929
44.345,54.05929
44.35,54.05929
44.356,54.05929
44.361,54.05929
44.366,54.05929
44.372,54.05929
44.377,54.05929
44.382,54.05929
44.387,54.05929
44.392,54.05929
44.398,54.05929
44.403,54.05929
44.409,54.05929
44.414,54.05929
44.419,54.05929
44.424,54.05929
44.429,54.05929
44.435,54.05929
44.44,54.05929
44.445,54.05929
44.451,55.30204
44.457,54.68066
44.462,54.68066
44.467,54.05929
44.473,54.05929
44.478,52.81655
44.483,53.43792
44.488,52.81655
44.494,52.81655
44.499,52.19518
44.504,52.19518
44.51,52.19518
44.515,52.19518
44.52,52.19518
44.525,52.19518
44.53,50.95244
44.535,51.57381
44.541,51.57381
44.546,52.19518
44.551,52.19518
44.557,52.19518
44.562,53.43792
44.568,52.81655
44.573,52.81655
44.579,53.43792
44.584,54.05929
44.589,54.05929
44.595,54.05929
44.6,55.30204
44.606,55.30204
44.611,55.92341
44.617,54.68066
44.622,54.68066
44.627,55.30204
44.633,55.92341
44.638,55.92341
44.643,55.92341
44.649,55.92341
44.654,55.92341
44.659,55.92341
44.665,55.92341
44.67,54.68066
44.676,54.68066
44.681,55.30204
44.687,55.92341
44.692,55.92341
44.697,54.68066
44.702,55.30204
44.707,55.30204
44.713,55.92341
44.718,54.68066
44.723,54.68066
44.729,55.30204
44.734,55.92341
44.739,55.92341
44.744,55.92341
44.749,55.92341
44.755,55.92341
44.76,55.92341
44.765,55.92341
44.772,57.16615
44.777,57.16615
44.782,56.54478
44.788,56.54478
44.793,55.92341
44.798,57.16615
44.804,56.54478
44.809,56.54478
44.815,55.92341
44.82,57.16615
44.825,57.16615
44.83,56.54478
44.836,55.92341
44.841,55.92341
44.846,57.16615
44.852,56.54478
44.857,56.54478
44.862,55.92341
44.867,55.92341
44.872,55.92341
44.878,55.92341
44.884,55.92341
44.889,55.92341
44.895,54.68066
44.9,55.30204
44.905,54.68066
44.911,54.68066
44.916,52.81655
44.921,53.43792
44.926,53.43792
44.931,54.05929
44.937,52.81655
44.942,52.81655
44.947,52.19518
44.953,52.19518
44.958,52.19518
44.963,52.19518
44.968,52.19518
44.973,52.19518
44.978,50.95244
44.985,51.57381
44.99,51.57381
44.996,50.95244
45.001,51.57381
45.006,51.57381
45.011,52.19518
45.016,52.19518
45.022,52.19518
45.027,52.19518
45.033,52.19518
45.038,52.19518
45.043,52.19518
45.049,53.43792
45.054,52.81655
45.059,52.81655
45.065,52.19518
45.07,52.19518
45.076,53.43792
45.081,54.05929
45.086,52.81655
45.092,52.81655
45.098,53.43792
45.103,54.05929
45.108,54.05929
45.114,54.05929
45.119,54.05929
45.124,54.05929
45.13,54.05929
45.135,54.05929
45.14,54.05929
45.146,54.05929
45.152,54.05929
45.157,52.81655
45.162,52.81655
45.167,53.43792
45.172,54.05929
45.178,54.05929
45.183,52.81655
45.189,52.19518
45.194,52.19518
45.199,52.19518
45.205,52.19518
45.21,52.19518
45.215,50.95244
45.22,50.33107
45.226,50.33107
45.231,50.33107
45.236,50.33107
45.242,50.33107
45.247,50.33107
45.253,49.08833
45.258,49.70969
45.263,49.70969
45.268,49.08833
45.273,49.08833
45.279,49.70969
45.284,49.08833
45.289,49.08833
45.294,48.46695
45.3,49.70969
45.306,49.08833
45.312,49.08833
45.318,49.70969
45.323,50.33107
45.328,49.08833
45.334,49.08833
45.339,49.70969
45.344,49.70969
45.349,50.33107
45.354,50.33107
45.359,50.33107
45.364,50.33107
45.37,50.33107
45.375,50.33107
45.38,51.57381
45.385,50.95244
45.39,50.95244
45.396,51.57381
45.401,50.95244
45.406,50.95244
45.412,50.33107
45.417,51.57381
45.422,51.57381
45.427,50.95244
45.432,51.57381
45.438,51.57381
45.443,50.95244
45.448,50.33107
45.453,50.33107
45.459,51.57381
45.464,50.95244
45.469,50.95244
45.474,50.33107
45.479,51.57381
45.485,51.57381
45.49,50.95244
45.495,50.33107
45.501,50.33107
45.507,51.57381
45.512,50.95244
45.518,50.33107
45.523,50.33107
45.528,51.57381
45.534,50.95244
45.539,50.95244
45.544,50.33107
45.55,51.57381
45.555,51.57381
45.56,50.95244
45.566,50.33107
45.571,50.33107
45.577,51.57381
45.582,50.95244
45.587,51.57381
45.593,51.57381
45.598,52.19518
45.603,52.19518
45.609,50.95244
45.614,51.57381
45.619,52.19518
45.626,52.19518
45.631,52.19518
45.636,53.43792
45.641,53.43792
45.647,52.81655
45.652,52.19518
45.657,52.19518
45.662,53.43792
45.668,52.81655
45.673,52.81655
45.679,52.19518
45.685,53.43792
45.69,52.81655
45.695,52.81655
45.7,53.43792
45.705,53.43792
45.711,52.81655
45.716,52.19518
45.721,52.19518
45.726,52.19518
45.733,52.19518
45.738,52.19518
45.743,52.19518
45.749,52.19518
45.754,52.19518
45.759,52.19518
45.764,52.19518
45.769,52.19518
45.775,52.19518
45.78,52.19518
45.785,50.95244
45.79,50.95244
45.795,51.57381
45.801,50.95244
45.806,50.95244
45.811,51.57381
45.816,50.95244
45.821,50.95244
45.827,51.57381
45.832,50.95244
45.838,50.95244
45.844,50.33107
45.849,50.33107
45.854,50.33107
45.86,50.33107
45.866,50.33107
45.871,50.33107
45.876,50.33107
45.882,50.33107
45.887,49.08833
45.892,49.08833
45.898,49.70969
45.903,50.33107
45.909,50.33107
45.914,49.08833
45.919,49.70969
45.925,49.70969
45.93,49.08833
45.935,48.46695
45.941,48.46695
45.947,48.46695
45.953,48.46695
45.958,48.46695
45.963,48.46695
45.968,47.22421
45.973,46.60284
45.978,46.60284
45.984,47.84558
45.99,47.22421
45.995,47.22421
46,46.60284
46.005,46.60284
46.011,46.60284
46.016,46.60284
46.021,45.3601
46.027,45.3601
46.032,45.98147
46.037,45.3601
46.042,45.3601
46.048,44.73873
46.054,44.73873
46.059,44.73873
46.064,44.73873
46.069,45.98147
46.074,44.11736
46.08,44.11736
46.085,44.11736
46.09,44.11736
46.095,44.73873
46.101,43.49598
46.106,44.11736
46.111,44.11736
46.116,44.73873
46.121,44.73873
46.127,44.73873
46.132,44.73873
46.137,44.73873
46.143,44.73873
46.148,45.98147
46.153,45.3601
46.159,45.3601
46.165,45.98147
46.17,46.60284
46.176,46.60284
46.181,46.60284
46.186,47.84558
46.191,47.84558
46.197,47.22421
46.202,47.84558
46.207,47.84558
46.213,47.22421
46.218,46.60284
46.223,46.60284
46.229,46.60284
46.234,46.60284
46.239,46.60284
46.244,46.60284
46.25,46.60284
46.255,47.84558
46.261,47.84558
46.267,47.22421
46.272,47.84558
46.278,47.84558
46.283,47.22421
46.289,47.84558
46.295,47.84558
46.3,48.46695
46.306,47.22421
46.312,46.60284
46.317,46.60284
46.323,46.60284
46.328,46.60284
46.333,45.3601
46.339,45.3601
46.344,44.73873
46.35,44.73873
46.355,44.73873
46.36,44.73873
46.365,44.73873
46.371,44.73873
46.377,44.73873
46.382,44.73873
46.388,44.73873
46.393,44.73873
46.398,44.73873
46.404,45.98147
46.409,45.98147
46.414,45.3601
46.419,45.3601
46.425,45.98147
46.43,47.84558
46.435,47.22421
46.44,47.22421
46.446,47.84558
46.451,47.84558
46.456,48.46695
46.461,47.22421
46.467,47.84558
46.472,47.84558
46.477,48.46695
46.484,48.46695
46.489,48.46695
46.494,47.22421
46.5,47.84558
46.505,47.84558
46.51,48.46695
46.516,48.46695
46.521,48.46695
46.526,48.46695
46.532,49.70969
46.537,49.70969
46.543,50.33107
46.548,51.57381
46.554,51.57381
46.559,50.95244
46.564,50.33107
46.569,51.57381
46.575,51.57381
46.58,50.95244
46.586,49.08833
46.592,49.08833
46.597,49.70969
46.602,49.08833
46.608,49.08833
46.613,48.46695
46.618,48.46695
46.624,48.46695
46.629,47.22421
46.635,46.60284
46.64,46.60284
46.646,46.60284
46.651,46.60284
46.656,45.3601
46.662,45.3601
46.667,45.98147
46.673,45.3601
46.678,45.3601
46.684,44.73873
46.689,43.49598
46.694,44.11736
46.701,44.11736
46.706,44.73873
46.711,43.49598
46.717,43.49598
46.722,42.87461
46.727,44.11736
46.733,44.11736
46.738,43.49598
46.744,42.87461
46.749,42.87461
46.754,42.87461
46.759,42.87461
46.765,42.87461
46.77,42.87461
46.775,41.63187
46.781,41.63187
46.786,42.25324
46.792,42.87461
46.797,41.63187
46.803,41.63187
46.809,41.0105
46.814,41.0105
46.82,41.0105
46.825,41.0105
46.831,41.0105
46.836,41.0105
46.841,39.76776
46.847,39.14639
46.852,40.38913
46.857,40.38913
46.863,39.76776
46.868,39.14639
46.874,39.14639
46.879,37.90364
46.884,38.52501
46.889,38.52501
46.894,39.14639
46.9,37.90364
46.905,37.90364
46.91,38.52501
46.917,37.90364
46.922,37.28227
46.928,37.28227
46.933,38.52501
46.938,38.52501
46.944,39.14639
46.949,39.14639
46.955,39.14639
46.961,39.14639
46.966,40.38913
46.971,41.0105
46.976,41.0105
46.982,41.0105
46.987,43.49598
46.993,43.49598
46.998,43.49598
47.003,45.3601
47.009,45.3601
47.014,45.3601
47.019,45.98147
47.025,46.60284
47.031,46.60284
47.036,46.60284
47.041,47.84558
47.046,47.84558
47.051,47.22421
47.057,47.84558
47.062,47.84558
47.067,48.46695
47.073,49.70969
47.078,49.70969
47.083,49.08833
47.088,49.70969
47.094,49.70969
47.099,49.08833
47.105,48.46695
47.11,48.46695
47.115,49.70969
47.121,49.08833
47.126,48.46695
47.133,48.46695
47.138,49.70969
47.143,49.08833
47.148,49.08833
47.153,48.46695
47.159,48.46695
47.164,48.46695
47.169,48.46695
47.174,47.22421
47.18,47.22421
47.185,47.84558
47.19,48.46695
47.195,48.46695
47.201,48.46695
47.206,48.46695
47.211,48.46695
47.217,48.46695
47.222,48.46695
47.227,48.46695
47.232,47.22421
47.238,47.84558
47.243,47.84558
47.249,48.46695
47.254,48.46695
47.26,48.46695
47.265,48.46695
47.271,48.46695
47.276,48.46695
47.281,48.46695
47.286,48.46695
47.292,48.46695
47.297,48.46695
47.303,48.46695
47.308,48.46695
47.313,48.46695
47.318,48.46695
47.324,48.46695
47.329,48.46695
47.334,48.46695
47.34,48.46695
47.345,48.46695
47.351,47.22421
47.356,47.84558
47.361,47.84558
47.367,47.22421
47.373,47.84558
47.378,47.84558
47.383,47.22421
47.388,46.60284
47.394,46.60284
47.399,46.60284
47.404,46.60284
47.41,46.60284
47.415,46.60284
47.42,47.84558
47.426,48.46695
47.431,48.46695
47.436,48.46695
47.441,48.46695
47.447,48.46695
47.453,48.46695
47.458,48.46695
47.463,48.46695
